label,one,two,three,four,five,six,seven,label_bracket,index
11,8,-,3,+,6,,,0,94221
-27,(,3,-,6,),*,9,1,94222
-3,4,-,(,2,+,5,),1,94223
0,0,*,3,*,3,,,0,94224
98,(,7,+,7,),*,7,1,94225
4,6,-,(,0,+,2,),1,94226
48,6,*,(,5,+,3,),1,94227
-3,9,-,7,-,5,,,0,94228
4,4,+,(,4,*,0,),1,94229
20,7,+,8,+,5,,,0,94230
3,3,+,0,*,2,,,0,94231
-6,(,5,-,9,),-,2,1,94232
-6,1,-,(,7,-,0,),1,94233
-14,7,-,3,*,7,,,0,94234
7,8,-,1,+,0,,,0,94235
3,(,0,+,7,),-,4,1,94236
6,6,-,(,0,+,0,),1,94237
17,(,8,+,6,),+,3,1,94238
-42,6,-,(,6,*,8,),1,94239
16,(,9,*,2,),-,2,1,94240
3,(,2,+,1,),+,0,1,94241
252,6,*,7,*,6,,,0,94242
32,7,+,(,5,*,5,),1,94243
144,3,*,(,8,*,6,),1,94244
16,8,*,2,+,0,,,0,94245
7,(,4,-,0,),+,3,1,94246
0,0,+,(,3,-,3,),1,94247
112,8,*,7,*,2,,,0,94248
0,(,1,*,0,),*,5,1,94249
2,1,+,(,4,-,3,),1,94250
378,7,*,9,*,6,,,0,94251
38,(,5,*,7,),+,3,1,94252
-47,7,-,(,6,*,9,),1,94253
162,(,3,*,9,),*,6,1,94254
0,4,-,(,9,-,5,),1,94255
-1,1,-,8,+,6,,,0,94256
40,(,1,+,9,),*,4,1,94257
7,1,-,(,2,-,8,),1,94258
2,6,+,(,4,-,8,),1,94259
-1,(,6,-,7,),+,0,1,94260
7,(,3,-,2,),*,7,1,94261
24,4,*,6,*,1,,,0,94262
0,6,-,(,9,-,3,),1,94263
9,1,*,1,+,8,,,0,94264
6,(,6,-,0,),-,0,1,94265
42,(,7,*,5,),+,7,1,94266
22,3,*,7,+,1,,,0,94267
9,(,3,*,4,),-,3,1,94268
-3,8,-,(,4,+,7,),1,94269
9,9,-,0,-,0,,,0,94270
42,(,9,+,5,),*,3,1,94271
20,(,3,+,8,),+,9,1,94272
378,7,*,(,6,*,9,),1,94273
-40,8,-,(,8,*,6,),1,94274
0,(,7,*,1,),*,0,1,94275
4,4,+,5,-,5,,,0,94276
-2,5,-,(,5,+,2,),1,94277
-12,3,-,5,*,3,,,0,94278
13,9,+,2,*,2,,,0,94279
0,0,*,7,-,0,,,0,94280
5,(,0,*,9,),+,5,1,94281
14,(,5,+,2,),*,2,1,94282
-5,(,7,-,8,),-,4,1,94283
8,(,8,-,4,),*,2,1,94284
1,0,*,5,+,1,,,0,94285
8,9,+,(,2,-,3,),1,94286
3,(,4,+,6,),-,7,1,94287
2,(,4,+,2,),-,4,1,94288
6,1,*,(,1,+,5,),1,94289
72,3,*,3,*,8,,,0,94290
19,3,+,(,4,*,4,),1,94291
10,1,*,3,+,7,,,0,94292
0,(,1,-,1,),*,1,1,94293
37,7,+,6,*,5,,,0,94294
0,(,0,+,0,),+,0,1,94295
-28,7,*,(,5,-,9,),1,94296
60,9,*,7,-,3,,,0,94297
-10,1,-,4,-,7,,,0,94298
8,5,-,(,1,-,4,),1,94299
46,8,*,5,+,6,,,0,94300
23,(,8,+,8,),+,7,1,94301
35,1,*,5,*,7,,,0,94302
-5,1,+,3,-,9,,,0,94303
21,1,*,(,3,*,7,),1,94304
-1,1,*,4,-,5,,,0,94305
6,(,8,-,2,),*,1,1,94306
7,5,+,0,+,2,,,0,94307
22,5,*,5,-,3,,,0,94308
-9,5,-,(,6,+,8,),1,94309
24,(,2,*,8,),+,8,1,94310
-11,7,-,(,3,*,6,),1,94311
64,8,*,9,-,8,,,0,94312
5,5,+,0,*,4,,,0,94313
2,1,*,7,-,5,,,0,94314
-16,(,2,-,4,),*,8,1,94315
10,(,2,+,0,),+,8,1,94316
3,3,*,(,9,-,8,),1,94317
18,6,+,6,+,6,,,0,94318
-7,(,0,*,1,),-,7,1,94319
29,3,*,9,+,2,,,0,94320
73,1,+,9,*,8,,,0,94321
0,0,*,(,4,-,8,),1,94322
-5,(,2,-,3,),-,4,1,94323
22,7,+,7,+,8,,,0,94324
12,6,*,2,*,1,,,0,94325
7,1,-,(,0,-,6,),1,94326
1,7,-,6,*,1,,,0,94327
49,(,1,+,6,),*,7,1,94328
12,8,+,(,2,+,2,),1,94329
32,4,*,8,-,0,,,0,94330
5,(,0,-,2,),+,7,1,94331
4,9,-,3,-,2,,,0,94332
28,(,5,-,1,),*,7,1,94333
162,2,*,9,*,9,,,0,94334
4,6,-,3,+,1,,,0,94335
44,9,*,4,+,8,,,0,94336
5,5,+,0,*,8,,,0,94337
0,(,2,*,5,),*,0,1,94338
-6,0,*,0,-,6,,,0,94339
8,(,1,*,0,),+,8,1,94340
2,(,1,*,0,),+,2,1,94341
19,3,*,4,+,7,,,0,94342
33,7,*,5,-,2,,,0,94343
14,8,+,(,2,+,4,),1,94344
0,(,7,*,0,),*,2,1,94345
9,1,-,0,+,8,,,0,94346
45,3,*,(,8,+,7,),1,94347
3,(,8,-,7,),*,3,1,94348
54,6,*,(,4,+,5,),1,94349
18,(,8,-,2,),*,3,1,94350
2,(,8,*,1,),-,6,1,94351
56,4,*,(,7,*,2,),1,94352
5,(,5,-,6,),+,6,1,94353
-13,0,-,9,-,4,,,0,94354
11,3,+,(,3,+,5,),1,94355
43,(,5,*,7,),+,8,1,94356
-51,5,-,8,*,7,,,0,94357
56,8,*,7,*,1,,,0,94358
13,4,+,(,9,+,0,),1,94359
6,(,2,*,2,),+,2,1,94360
49,(,7,*,6,),+,7,1,94361
-9,(,9,-,9,),-,9,1,94362
67,(,9,*,8,),-,5,1,94363
8,(,8,-,0,),+,0,1,94364
20,9,+,6,+,5,,,0,94365
9,(,6,-,5,),+,8,1,94366
46,5,*,8,+,6,,,0,94367
0,0,*,4,*,4,,,0,94368
12,7,*,3,-,9,,,0,94369
-1,0,+,1,-,2,,,0,94370
12,(,7,-,1,),+,6,1,94371
108,9,*,2,*,6,,,0,94372
20,9,*,2,+,2,,,0,94373
-4,2,*,(,5,-,7,),1,94374
1,3,+,(,4,-,6,),1,94375
9,(,7,-,4,),*,3,1,94376
56,7,+,(,7,*,7,),1,94377
11,0,+,9,+,2,,,0,94378
0,0,-,(,7,*,0,),1,94379
1,5,+,(,3,-,7,),1,94380
16,2,+,(,7,+,7,),1,94381
16,6,+,3,+,7,,,0,94382
27,(,1,*,9,),*,3,1,94383
16,(,6,*,4,),-,8,1,94384
0,(,0,*,7,),*,1,1,94385
2,(,5,-,3,),+,0,1,94386
18,0,+,(,6,*,3,),1,94387
40,5,+,7,*,5,,,0,94388
4,4,*,3,-,8,,,0,94389
200,5,*,8,*,5,,,0,94390
18,(,9,-,0,),*,2,1,94391
0,0,*,(,5,-,3,),1,94392
-14,0,-,7,*,2,,,0,94393
0,(,9,-,9,),+,0,1,94394
12,3,+,7,+,2,,,0,94395
-67,5,-,(,9,*,8,),1,94396
0,(,0,-,0,),-,0,1,94397
77,5,+,(,9,*,8,),1,94398
9,9,-,9,*,0,,,0,94399
22,4,+,(,9,+,9,),1,94400
-6,(,3,*,0,),-,6,1,94401
0,7,-,(,7,+,0,),1,94402
-54,(,0,-,9,),*,6,1,94403
26,6,+,5,*,4,,,0,94404
9,(,6,+,1,),+,2,1,94405
9,1,+,(,8,*,1,),1,94406
-9,7,-,8,*,2,,,0,94407
37,4,*,7,+,9,,,0,94408
17,(,8,*,1,),+,9,1,94409
252,(,4,*,7,),*,9,1,94410
7,(,5,*,0,),+,7,1,94411
11,(,9,+,4,),-,2,1,94412
63,(,7,*,9,),+,0,1,94413
2,6,-,4,-,0,,,0,94414
73,8,*,9,+,1,,,0,94415
45,(,7,*,7,),-,4,1,94416
12,7,+,(,8,-,3,),1,94417
1,3,-,(,1,*,2,),1,94418
17,8,+,(,3,+,6,),1,94419
-7,3,-,(,4,+,6,),1,94420
11,(,4,+,5,),+,2,1,94421
47,2,+,(,5,*,9,),1,94422
10,(,7,-,5,),+,8,1,94423
-8,1,-,3,*,3,,,0,94424
-5,(,0,-,5,),*,1,1,94425
-3,3,-,(,1,+,5,),1,94426
-56,(,1,-,8,),*,8,1,94427
8,7,+,1,*,1,,,0,94428
8,6,*,2,-,4,,,0,94429
4,2,+,(,4,-,2,),1,94430
19,6,+,5,+,8,,,0,94431
8,3,-,1,+,6,,,0,94432
8,5,*,0,+,8,,,0,94433
9,9,+,1,-,1,,,0,94434
9,5,+,(,4,-,0,),1,94435
-10,3,-,9,-,4,,,0,94436
52,(,9,*,6,),-,2,1,94437
-3,4,-,4,-,3,,,0,94438
-49,7,-,8,*,7,,,0,94439
18,6,+,4,+,8,,,0,94440
31,7,*,4,+,3,,,0,94441
17,5,*,4,-,3,,,0,94442
0,7,*,(,0,*,5,),1,94443
7,2,*,4,-,1,,,0,94444
10,4,+,(,4,+,2,),1,94445
3,3,+,(,0,*,1,),1,94446
20,(,4,+,6,),*,2,1,94447
1,(,4,+,0,),-,3,1,94448
13,5,+,(,6,+,2,),1,94449
3,2,+,(,1,*,1,),1,94450
37,2,+,(,5,*,7,),1,94451
-6,1,-,7,-,0,,,0,94452
52,3,+,7,*,7,,,0,94453
-7,5,-,4,-,8,,,0,94454
5,5,+,2,-,2,,,0,94455
567,7,*,(,9,*,9,),1,94456
-16,2,-,9,-,9,,,0,94457
57,3,+,9,*,6,,,0,94458
18,(,3,+,9,),+,6,1,94459
28,8,*,4,-,4,,,0,94460
20,8,+,(,4,*,3,),1,94461
-4,6,-,3,-,7,,,0,94462
11,(,8,+,5,),-,2,1,94463
19,3,+,(,2,*,8,),1,94464
6,5,-,(,1,-,2,),1,94465
112,7,*,(,7,+,9,),1,94466
-12,(,3,-,7,),-,8,1,94467
72,3,*,(,6,*,4,),1,94468
13,(,5,+,4,),+,4,1,94469
3,7,-,(,3,+,1,),1,94470
128,4,*,4,*,8,,,0,94471
3,3,-,(,7,-,7,),1,94472
-10,(,1,-,3,),-,8,1,94473
4,1,+,7,-,4,,,0,94474
280,5,*,(,8,*,7,),1,94475
2,2,+,(,6,*,0,),1,94476
42,7,*,(,7,-,1,),1,94477
8,8,-,1,+,1,,,0,94478
20,(,4,+,8,),+,8,1,94479
21,8,+,(,5,+,8,),1,94480
108,(,4,+,8,),*,9,1,94481
-1,3,+,1,-,5,,,0,94482
11,(,2,*,9,),-,7,1,94483
21,3,*,(,5,+,2,),1,94484
81,9,+,9,*,8,,,0,94485
-40,5,-,9,*,5,,,0,94486
10,7,+,3,-,0,,,0,94487
-4,4,-,8,-,0,,,0,94488
-7,(,2,-,9,),+,0,1,94489
-1,8,-,3,*,3,,,0,94490
19,(,4,+,6,),+,9,1,94491
-4,(,3,-,3,),-,4,1,94492
2,2,+,(,4,*,0,),1,94493
35,5,*,1,*,7,,,0,94494
72,8,*,(,4,+,5,),1,94495
20,(,7,+,9,),+,4,1,94496
-6,(,0,-,1,),-,5,1,94497
11,2,+,9,+,0,,,0,94498
25,1,+,(,3,*,8,),1,94499
-46,3,-,(,7,*,7,),1,94500
5,5,-,5,+,5,,,0,94501
-5,3,+,1,-,9,,,0,94502
20,4,*,6,-,4,,,0,94503
10,(,7,+,0,),+,3,1,94504
-8,(,8,*,0,),-,8,1,94505
19,(,9,*,2,),+,1,1,94506
108,(,6,*,2,),*,9,1,94507
10,6,+,4,-,0,,,0,94508
19,7,+,6,+,6,,,0,94509
-1,4,+,4,-,9,,,0,94510
36,5,*,6,+,6,,,0,94511
48,(,8,*,3,),*,2,1,94512
-4,7,-,3,-,8,,,0,94513
-8,0,-,(,6,+,2,),1,94514
84,(,6,+,8,),*,6,1,94515
10,(,3,-,0,),+,7,1,94516
15,7,-,(,0,-,8,),1,94517
8,3,+,6,-,1,,,0,94518
17,4,+,(,4,+,9,),1,94519
84,7,*,(,2,*,6,),1,94520
11,4,+,1,+,6,,,0,94521
2,3,-,(,1,*,1,),1,94522
-4,(,2,+,3,),-,9,1,94523
-3,(,7,-,7,),-,3,1,94524
8,8,+,(,3,-,3,),1,94525
8,8,-,(,9,*,0,),1,94526
3,(,6,-,3,),*,1,1,94527
12,4,+,(,1,*,8,),1,94528
-57,6,-,(,7,*,9,),1,94529
32,8,*,4,-,0,,,0,94530
-1,0,+,3,-,4,,,0,94531
-6,(,0,-,1,),*,6,1,94532
-18,6,-,3,*,8,,,0,94533
-24,8,-,4,*,8,,,0,94534
8,(,2,*,4,),-,0,1,94535
5,7,+,(,0,-,2,),1,94536
-40,8,*,(,3,-,8,),1,94537
54,6,*,9,*,1,,,0,94538
-6,2,-,1,*,8,,,0,94539
1,4,+,(,1,-,4,),1,94540
9,1,*,1,+,8,,,0,94541
-11,(,3,-,5,),-,9,1,94542
12,(,1,+,5,),*,2,1,94543
0,(,7,-,4,),*,0,1,94544
-6,(,3,-,1,),-,8,1,94545
63,7,+,(,7,*,8,),1,94546
10,9,+,(,7,-,6,),1,94547
18,7,+,(,8,+,3,),1,94548
4,1,*,(,7,-,3,),1,94549
2,4,-,2,-,0,,,0,94550
10,6,+,1,+,3,,,0,94551
4,(,3,*,4,),-,8,1,94552
11,1,*,6,+,5,,,0,94553
-4,8,-,2,*,6,,,0,94554
48,(,8,+,8,),*,3,1,94555
-1,6,-,7,*,1,,,0,94556
32,7,*,5,-,3,,,0,94557
0,8,*,(,0,*,6,),1,94558
32,4,*,(,3,+,5,),1,94559
9,(,8,*,2,),-,7,1,94560
7,(,7,+,1,),-,1,1,94561
-1,1,-,6,+,4,,,0,94562
72,(,6,+,6,),*,6,1,94563
4,(,6,-,3,),+,1,1,94564
64,2,*,(,8,*,4,),1,94565
5,(,9,*,1,),-,4,1,94566
42,(,7,-,0,),*,6,1,94567
62,9,*,6,+,8,,,0,94568
34,2,+,8,*,4,,,0,94569
55,(,3,+,8,),*,5,1,94570
-7,3,-,(,2,+,8,),1,94571
0,1,-,9,+,8,,,0,94572
46,(,9,*,6,),-,8,1,94573
2,4,-,(,2,+,0,),1,94574
-8,6,-,(,5,+,9,),1,94575
-28,7,-,5,*,7,,,0,94576
10,(,5,*,2,),-,0,1,94577
7,4,-,4,+,7,,,0,94578
-12,(,2,-,9,),-,5,1,94579
50,(,3,+,7,),*,5,1,94580
8,(,0,-,1,),+,9,1,94581
-1,(,6,-,4,),-,3,1,94582
0,0,*,(,9,-,7,),1,94583
56,8,*,(,1,+,6,),1,94584
-12,(,0,-,4,),*,3,1,94585
-1,(,6,-,9,),+,2,1,94586
0,1,+,(,0,-,1,),1,94587
0,8,-,(,1,*,8,),1,94588
-4,2,-,(,6,-,0,),1,94589
0,(,0,+,4,),-,4,1,94590
28,1,*,(,4,*,7,),1,94591
1,6,-,(,6,-,1,),1,94592
0,(,0,*,5,),*,5,1,94593
-7,(,1,*,0,),-,7,1,94594
-2,(,2,-,1,),-,3,1,94595
-21,9,-,(,6,*,5,),1,94596
19,4,+,(,6,+,9,),1,94597
1,0,+,6,-,5,,,0,94598
8,6,-,6,+,8,,,0,94599
0,7,*,1,-,7,,,0,94600
27,(,8,*,3,),+,3,1,94601
0,0,*,(,6,-,9,),1,94602
4,(,8,+,3,),-,7,1,94603
45,(,0,+,5,),*,9,1,94604
11,3,*,5,-,4,,,0,94605
19,9,+,5,*,2,,,0,94606
4,3,*,3,-,5,,,0,94607
96,(,4,*,8,),*,3,1,94608
34,3,*,9,+,7,,,0,94609
8,8,+,(,0,*,9,),1,94610
4,2,*,5,-,6,,,0,94611
3,(,9,-,4,),-,2,1,94612
10,9,+,1,+,0,,,0,94613
24,(,6,+,6,),*,2,1,94614
44,8,+,9,*,4,,,0,94615
32,(,8,*,5,),-,8,1,94616
60,(,5,*,2,),*,6,1,94617
-3,(,5,-,7,),-,1,1,94618
2,1,-,6,+,7,,,0,94619
-10,5,*,(,1,-,3,),1,94620
7,7,+,(,2,*,0,),1,94621
4,4,-,0,*,1,,,0,94622
28,7,*,3,+,7,,,0,94623
-46,2,-,(,8,*,6,),1,94624
1,(,1,*,3,),-,2,1,94625
104,8,*,(,7,+,6,),1,94626
6,1,*,1,*,6,,,0,94627
7,5,-,6,+,8,,,0,94628
4,3,-,(,1,-,2,),1,94629
18,(,7,-,1,),*,3,1,94630
0,(,0,*,8,),*,5,1,94631
16,6,+,3,+,7,,,0,94632
378,9,*,(,6,*,7,),1,94633
3,5,-,2,*,1,,,0,94634
0,1,*,9,*,0,,,0,94635
25,7,+,(,9,+,9,),1,94636
-34,8,-,(,6,*,7,),1,94637
3,3,+,(,2,*,0,),1,94638
11,1,+,(,4,+,6,),1,94639
60,(,8,+,7,),*,4,1,94640
0,0,*,(,8,-,1,),1,94641
-16,(,2,-,4,),*,8,1,94642
-4,3,+,2,-,9,,,0,94643
50,5,*,5,*,2,,,0,94644
15,7,+,(,1,+,7,),1,94645
-8,(,4,-,7,),-,5,1,94646
9,1,*,(,4,+,5,),1,94647
-16,0,-,(,8,*,2,),1,94648
-3,2,-,0,-,5,,,0,94649
3,5,-,2,*,1,,,0,94650
45,(,5,*,8,),+,5,1,94651
-2,(,9,*,0,),-,2,1,94652
-2,4,-,6,-,0,,,0,94653
0,(,9,*,7,),*,0,1,94654
-2,(,0,+,3,),-,5,1,94655
-27,8,-,5,*,7,,,0,94656
16,(,7,+,8,),+,1,1,94657
4,3,+,(,4,-,3,),1,94658
33,(,9,+,2,),*,3,1,94659
-5,5,-,5,*,2,,,0,94660
26,(,5,*,5,),+,1,1,94661
-12,6,-,(,6,*,3,),1,94662
13,(,9,+,6,),-,2,1,94663
7,4,+,(,8,-,5,),1,94664
320,8,*,8,*,5,,,0,94665
14,(,2,*,7,),-,0,1,94666
0,(,1,+,1,),-,2,1,94667
4,2,*,(,9,-,7,),1,94668
-5,(,6,-,6,),-,5,1,94669
-6,1,-,(,8,-,1,),1,94670
-3,3,-,(,8,-,2,),1,94671
10,(,2,*,2,),+,6,1,94672
-7,4,-,6,-,5,,,0,94673
28,1,+,3,*,9,,,0,94674
-12,(,0,-,3,),*,4,1,94675
18,2,*,(,2,+,7,),1,94676
5,3,+,9,-,7,,,0,94677
48,4,*,(,5,+,7,),1,94678
-3,6,*,0,-,3,,,0,94679
23,3,*,7,+,2,,,0,94680
14,(,6,+,8,),-,0,1,94681
1,9,-,(,6,+,2,),1,94682
21,3,+,(,2,*,9,),1,94683
-8,3,-,(,5,+,6,),1,94684
3,5,-,(,9,-,7,),1,94685
6,(,3,-,2,),*,6,1,94686
-1,(,1,-,4,),+,2,1,94687
-1,3,-,6,+,2,,,0,94688
8,(,4,*,2,),-,0,1,94689
10,4,+,(,5,+,1,),1,94690
19,3,*,4,+,7,,,0,94691
9,(,7,-,7,),+,9,1,94692
69,6,+,(,7,*,9,),1,94693
17,(,4,*,6,),-,7,1,94694
14,3,+,5,+,6,,,0,94695
30,2,+,(,7,*,4,),1,94696
6,3,-,2,+,5,,,0,94697
34,(,8,*,4,),+,2,1,94698
23,9,*,2,+,5,,,0,94699
1,2,-,(,2,-,1,),1,94700
-4,1,+,1,-,6,,,0,94701
17,(,9,+,7,),+,1,1,94702
18,(,6,+,9,),+,3,1,94703
16,1,*,4,*,4,,,0,94704
0,(,2,-,0,),-,2,1,94705
27,9,*,(,2,+,1,),1,94706
36,3,*,(,2,*,6,),1,94707
8,9,-,(,3,-,2,),1,94708
14,5,+,4,+,5,,,0,94709
486,(,6,*,9,),*,9,1,94710
-4,1,-,(,9,-,4,),1,94711
6,2,*,1,+,4,,,0,94712
24,(,8,-,5,),*,8,1,94713
-48,8,*,(,1,-,7,),1,94714
2,6,+,3,-,7,,,0,94715
28,7,*,(,9,-,5,),1,94716
0,0,*,(,3,+,5,),1,94717
80,(,7,+,3,),*,8,1,94718
5,9,-,(,3,+,1,),1,94719
9,5,+,4,*,1,,,0,94720
5,9,-,2,-,2,,,0,94721
0,1,+,6,-,7,,,0,94722
2,(,4,+,1,),-,3,1,94723
10,(,4,+,2,),+,4,1,94724
2,1,+,1,+,0,,,0,94725
0,(,3,-,5,),*,0,1,94726
35,(,3,+,2,),*,7,1,94727
36,9,*,(,4,-,0,),1,94728
11,9,-,1,+,3,,,0,94729
5,(,1,*,1,),+,4,1,94730
10,(,8,+,2,),-,0,1,94731
0,4,-,(,4,+,0,),1,94732
0,(,1,-,7,),+,6,1,94733
72,9,*,(,4,+,4,),1,94734
-16,8,*,(,3,-,5,),1,94735
56,(,1,*,7,),*,8,1,94736
8,9,-,(,0,+,1,),1,94737
63,(,7,+,2,),*,7,1,94738
8,1,*,4,*,2,,,0,94739
4,(,2,*,0,),+,4,1,94740
0,0,*,(,9,-,6,),1,94741
-3,7,-,(,8,+,2,),1,94742
3,(,2,*,4,),-,5,1,94743
21,(,3,+,4,),*,3,1,94744
56,1,*,(,8,*,7,),1,94745
47,9,*,6,-,7,,,0,94746
-5,(,6,-,9,),-,2,1,94747
21,(,7,+,0,),*,3,1,94748
21,8,*,2,+,5,,,0,94749
64,8,*,2,*,4,,,0,94750
-10,2,-,(,6,+,6,),1,94751
4,8,-,(,1,*,4,),1,94752
-10,8,-,2,*,9,,,0,94753
60,(,7,+,5,),*,5,1,94754
-3,2,*,3,-,9,,,0,94755
-4,6,-,2,*,5,,,0,94756
54,(,9,*,1,),*,6,1,94757
77,(,9,*,9,),-,4,1,94758
15,8,+,(,4,+,3,),1,94759
144,8,*,9,*,2,,,0,94760
-8,2,-,(,2,*,5,),1,94761
-24,(,1,-,7,),*,4,1,94762
8,4,-,2,+,6,,,0,94763
9,(,6,-,5,),+,8,1,94764
1,(,2,+,3,),-,4,1,94765
7,3,+,7,-,3,,,0,94766
24,4,+,5,*,4,,,0,94767
1,(,0,*,6,),+,1,1,94768
320,(,8,*,5,),*,8,1,94769
46,6,+,(,8,*,5,),1,94770
5,4,+,0,+,1,,,0,94771
3,0,*,3,+,3,,,0,94772
8,0,+,(,4,*,2,),1,94773
-24,(,2,-,6,),*,6,1,94774
7,(,2,+,2,),+,3,1,94775
-12,6,*,(,5,-,7,),1,94776
56,(,9,-,2,),*,8,1,94777
9,2,*,5,-,1,,,0,94778
224,8,*,7,*,4,,,0,94779
175,(,5,*,5,),*,7,1,94780
17,5,+,(,7,+,5,),1,94781
-1,0,*,7,-,1,,,0,94782
50,(,9,*,6,),-,4,1,94783
-72,(,0,-,8,),*,9,1,94784
3,(,9,-,3,),-,3,1,94785
24,2,*,(,6,+,6,),1,94786
29,(,8,*,4,),-,3,1,94787
-6,0,-,3,-,3,,,0,94788
44,(,9,+,2,),*,4,1,94789
10,(,2,-,1,),+,9,1,94790
3,9,+,3,-,9,,,0,94791
17,(,2,+,9,),+,6,1,94792
28,7,*,4,*,1,,,0,94793
5,5,-,0,*,0,,,0,94794
-8,(,0,-,7,),-,1,1,94795
10,3,*,3,+,1,,,0,94796
12,9,+,9,-,6,,,0,94797
12,0,+,(,8,+,4,),1,94798
-13,(,1,-,6,),-,8,1,94799
-1,5,-,6,*,1,,,0,94800
14,(,8,+,4,),+,2,1,94801
2,3,-,(,4,-,3,),1,94802
29,5,+,6,*,4,,,0,94803
34,2,+,(,4,*,8,),1,94804
-4,(,2,-,6,),-,0,1,94805
5,0,*,5,+,5,,,0,94806
-6,8,-,8,-,6,,,0,94807
5,(,9,-,7,),+,3,1,94808
8,8,-,8,*,0,,,0,94809
-13,3,-,(,7,+,9,),1,94810
0,(,0,*,7,),*,6,1,94811
40,8,*,(,0,+,5,),1,94812
9,(,0,+,2,),+,7,1,94813
12,0,+,9,+,3,,,0,94814
7,1,+,(,1,+,5,),1,94815
10,2,+,7,+,1,,,0,94816
11,(,5,+,6,),*,1,1,94817
18,0,+,(,9,*,2,),1,94818
7,1,+,(,1,*,6,),1,94819
58,(,8,*,7,),+,2,1,94820
9,7,+,2,+,0,,,0,94821
-21,3,*,(,1,-,8,),1,94822
0,(,0,+,5,),*,0,1,94823
16,4,*,4,*,1,,,0,94824
6,6,+,9,*,0,,,0,94825
39,(,7,+,6,),*,3,1,94826
24,(,4,*,5,),+,4,1,94827
168,8,*,(,3,*,7,),1,94828
14,8,+,0,+,6,,,0,94829
0,(,2,-,5,),*,0,1,94830
40,5,*,(,2,*,4,),1,94831
62,8,*,7,+,6,,,0,94832
49,7,+,6,*,7,,,0,94833
64,4,*,(,4,*,4,),1,94834
16,(,8,+,7,),+,1,1,94835
-6,1,-,5,-,2,,,0,94836
9,9,-,0,*,0,,,0,94837
9,5,+,4,+,0,,,0,94838
2,(,9,-,0,),-,7,1,94839
-9,9,*,(,6,-,7,),1,94840
17,(,4,+,7,),+,6,1,94841
0,0,*,(,5,+,3,),1,94842
49,(,7,+,0,),*,7,1,94843
24,5,*,5,-,1,,,0,94844
12,3,+,3,+,6,,,0,94845
6,6,-,(,0,*,6,),1,94846
-6,(,0,-,4,),-,2,1,94847
14,2,+,(,2,*,6,),1,94848
73,(,8,*,9,),+,1,1,94849
54,2,*,9,*,3,,,0,94850
-9,6,-,5,*,3,,,0,94851
7,2,+,(,9,-,4,),1,94852
12,8,+,(,3,+,1,),1,94853
11,5,+,(,7,-,1,),1,94854
20,6,+,(,8,+,6,),1,94855
-3,(,1,*,2,),-,5,1,94856
56,4,*,7,*,2,,,0,94857
2,6,+,(,5,-,9,),1,94858
6,(,2,*,3,),+,0,1,94859
17,5,+,9,+,3,,,0,94860
1,(,5,+,3,),-,7,1,94861
20,(,6,+,7,),+,7,1,94862
8,2,*,7,-,6,,,0,94863
13,(,2,+,3,),+,8,1,94864
2,2,-,0,*,7,,,0,94865
0,0,-,0,*,6,,,0,94866
9,1,+,8,-,0,,,0,94867
36,(,1,*,6,),*,6,1,94868
20,(,3,+,8,),+,9,1,94869
5,5,-,(,0,*,4,),1,94870
-15,3,*,(,0,-,5,),1,94871
8,9,+,(,8,-,9,),1,94872
17,9,+,6,+,2,,,0,94873
-6,4,-,(,9,+,1,),1,94874
108,9,*,(,9,+,3,),1,94875
30,(,1,+,5,),*,5,1,94876
42,7,*,5,+,7,,,0,94877
1,(,0,+,8,),-,7,1,94878
-1,1,-,6,+,4,,,0,94879
0,5,*,0,*,3,,,0,94880
6,(,4,-,5,),+,7,1,94881
12,9,+,(,8,-,5,),1,94882
0,5,*,(,0,*,6,),1,94883
-7,7,-,6,-,8,,,0,94884
16,8,*,(,2,+,0,),1,94885
-3,3,-,(,6,-,0,),1,94886
7,7,-,(,5,*,0,),1,94887
48,(,8,*,6,),*,1,1,94888
4,(,7,-,6,),*,4,1,94889
-7,(,7,-,8,),-,6,1,94890
41,5,+,9,*,4,,,0,94891
13,(,4,-,0,),+,9,1,94892
18,(,9,+,1,),+,8,1,94893
20,(,8,+,5,),+,7,1,94894
-15,3,-,(,6,*,3,),1,94895
0,6,*,1,*,0,,,0,94896
13,4,+,8,+,1,,,0,94897
-1,(,1,-,9,),+,7,1,94898
0,(,3,*,2,),*,0,1,94899
-5,0,*,9,-,5,,,0,94900
-18,2,-,(,5,*,4,),1,94901
256,(,8,*,8,),*,4,1,94902
1,(,6,*,0,),+,1,1,94903
16,(,4,+,3,),+,9,1,94904
4,4,+,(,0,*,6,),1,94905
54,3,*,(,9,+,9,),1,94906
32,(,8,*,4,),+,0,1,94907
13,3,*,3,+,4,,,0,94908
9,(,6,+,6,),-,3,1,94909
0,0,*,(,1,*,4,),1,94910
8,2,+,(,1,+,5,),1,94911
12,(,4,+,3,),+,5,1,94912
6,(,1,-,0,),*,6,1,94913
18,5,+,9,+,4,,,0,94914
57,8,*,8,-,7,,,0,94915
0,1,+,(,5,-,6,),1,94916
-15,(,5,-,8,),*,5,1,94917
0,8,-,3,-,5,,,0,94918
9,5,*,2,-,1,,,0,94919
-16,9,-,5,*,5,,,0,94920
9,9,-,0,*,0,,,0,94921
10,5,+,0,+,5,,,0,94922
0,0,*,(,8,+,0,),1,94923
